Start Time,End Time,AIC,p value,Significantly Rejected,branching_ratio,Timespan,baseline,num_basis,nb_kernels,reformat,Date
2017-01-02 09:00:00,2017-01-02 09:15:00,194.98860010672348,0.9999998270100916,False,1.0371225792627609e-08,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:20:00,2017-01-02 09:35:00,207.959192983268,0.9996481234640924,False,0.0157159339566137,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:40:00,2017-01-02 09:55:00,393.60215995111736,0.9148167360130957,False,1.2743667641353866e-07,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 10:00:00,2017-01-02 10:15:00,348.7138077596691,0.9611654765865548,False,1.4062923282613806e-10,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 10:20:00,2017-01-02 10:35:00,223.0290794707093,0.9755841088444688,False,0.1253499433169597,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 10:40:00,2017-01-02 10:55:00,147.10520494481227,0.9982832025445598,False,1.455671162293708e-08,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 11:00:00,2017-01-02 11:15:00,209.03122440923363,0.999997781136977,False,2.245439770088526e-07,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 11:20:00,2017-01-02 11:35:00,144.12132933081472,0.9623861701687112,False,1.0620364355928607e-82,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 11:40:00,2017-01-02 11:55:00,190.4206918579007,0.9993261271551884,False,0.1696973015684819,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 12:00:00,2017-01-02 12:15:00,206.17068088264432,0.9989154927475474,False,1.1363373017670176e-12,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 12:20:00,2017-01-02 12:35:00,209.24972623489617,0.99697790846043,False,1.253522439031252e-09,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 12:40:00,2017-01-02 12:55:00,122.68889466786575,0.9635179967806974,False,0.211282732518139,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 13:00:00,2017-01-02 13:15:00,130.47716138877735,0.9055195526844284,False,3.3419935163732997e-09,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 13:20:00,2017-01-02 13:35:00,148.30395210404433,0.9996245844645208,False,0.0186620313862245,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 13:40:00,2017-01-02 13:55:00,46.16413930409699,0.9993258345408182,False,1.0305768112192746e-09,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 14:00:00,2017-01-02 14:15:00,122.20267606978176,0.8268536393975073,False,0.08220764216082,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 14:20:00,2017-01-02 14:35:00,170.00954145946037,0.9432855685691056,False,0.0998052702195805,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 14:40:00,2017-01-02 14:55:00,111.5348276137762,0.999976916715782,False,0.0101166786967318,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 15:00:00,2017-01-02 15:15:00,163.570108389071,0.9612549491712188,False,0.1445623089622234,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 15:20:00,2017-01-02 15:35:00,279.3414321284357,0.9983711429085572,False,0.3276886388423665,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 15:40:00,2017-01-02 15:55:00,213.59438411067964,0.9994357064567648,False,0.0987572169470617,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 16:00:00,2017-01-02 16:15:00,272.4081370675234,0.9999999994493484,False,0.1251520891536989,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 16:20:00,2017-01-02 16:35:00,176.4002350295744,0.9999972221332084,False,1.3982927670988292e-12,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 16:40:00,2017-01-02 16:55:00,281.46694110311506,0.894990337479854,False,0.2636682971322194,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 17:00:00,2017-01-02 17:15:00,275.0767326658536,0.982683994829186,False,0.1830965209784228,0 days 00:15:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:00:00,2017-01-02 09:30:00,390.6984945532979,0.9697976187331868,False,3.714670368949208e-07,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:20:00,2017-01-02 09:50:00,588.0159693929713,0.5531438589106306,False,0.1092253737454666,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:40:00,2017-01-02 10:10:00,816.6501182633359,0.9109962703942966,False,0.1648903577141557,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 10:00:00,2017-01-02 10:30:00,576.5273905065189,0.9692720748395212,False,0.0040363835367327,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 10:20:00,2017-01-02 10:50:00,402.66893073647367,0.9999984713001072,False,0.02683779429109,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 10:40:00,2017-01-02 11:10:00,346.7021572463884,0.9999899197118414,False,7.186198986009218e-07,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 11:00:00,2017-01-02 11:30:00,411.16472607578737,0.9999998609853612,False,7.890609383225468e-09,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 11:20:00,2017-01-02 11:50:00,299.17577368394217,0.9996915336778612,False,0.0665548798234803,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 11:40:00,2017-01-02 12:10:00,394.8563309828504,0.9999083353153544,False,0.0976099926807774,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 12:00:00,2017-01-02 12:30:00,397.0282462224599,0.9510547631061907,False,0.1692276083306448,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 12:20:00,2017-01-02 12:50:00,300.1296785659588,0.6141546480499696,False,0.0003079525316195,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 12:40:00,2017-01-02 13:10:00,268.0031171944013,0.9990442398561158,False,0.0307514233816293,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 13:00:00,2017-01-02 13:30:00,276.07082203041466,0.9998373402306702,False,3.04697183466828e-07,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 13:20:00,2017-01-02 13:50:00,202.1189902392892,0.9997842921606392,False,0.0167488502785609,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 13:40:00,2017-01-02 14:10:00,143.1375880387322,0.8049139292053813,False,0.0397489340287491,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 14:00:00,2017-01-02 14:30:00,279.76361396424664,0.9816115619953052,False,0.1154764897437713,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 14:20:00,2017-01-02 14:50:00,330.1982586303446,0.9999880786513125,False,0.100823772956956,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 14:40:00,2017-01-02 15:10:00,272.0827602766477,0.9755826839016508,False,0.0218661149891615,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 15:00:00,2017-01-02 15:30:00,401.3267077275284,0.9998365247470492,False,0.2505406292612797,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 15:20:00,2017-01-02 15:50:00,521.6397154093423,0.9967631887042432,False,0.2337522626181525,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 15:40:00,2017-01-02 16:10:00,484.5005875162352,0.9996412739397958,False,0.1288498571742238,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 16:00:00,2017-01-02 16:30:00,546.8399252727445,0.9999868079655772,False,0.0347541239811095,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 16:20:00,2017-01-02 16:50:00,512.0630530432654,0.9726523362569126,False,0.2578189168061495,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 16:40:00,2017-01-02 17:10:00,522.94531031685,0.934384708405694,False,0.2371431595216986,0 days 00:30:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:00:00,2017-01-02 10:00:00,1094.7106858754487,0.8408254889448946,False,0.0816367256886605,0 days 01:00:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:20:00,2017-01-02 10:20:00,1274.5070716163902,0.8395497293579349,False,0.1540682776337091,0 days 01:00:00,plinear,10,1,delete,2017-01-02
2017-01-02 09:40:00,2017-01-02 10:40:00,1270.3980800421991,0.8651672610582666,False,0.0567136650583436,0 days 01:00:00,plinear,10,1,delete,2017-01-02
